dataset,instance_id,category,transform,scale,aligned_dims,aligned_planes
ShapeNet,02946921/a5bab9546d6a1baa33ff264b2ec3aaa9,Can,"1.0\,0.0\,0.0\,-6.3998698285328e-05\,0.0\,1.0\,0.0\,0.00016037594248308196\,0.0\,0.0\,1.0\,0.0069861332756011585\,0.0\,0.0\,0.0\,1.0",0.13867428364649992,"0.07749715385355227\,0.07749715385355227\,0.0849643503594999","0.0\,0.0\,1.0\,-0.034739297124965596\,0.0\,0.0\,-1.0\,0.034739297124965596\,0.0\,0.0\,1.0\,0.041133980385964275\,0.0\,0.0\,-1.0\,-0.04248217517974995"
ShapeNet,02946921/a7059f3bf782790654976319206e3c9c,Can,"1.0\,0.0\,0.0\,0.009057338932361603\,0.0\,1.0\,0.0\,-0.009906259443276166\,0.0\,0.0\,1.0\,0.024529317018643138\,0.0\,0.0\,0.0\,1.0",0.13994759272495297,"0.0694449354793285\,0.06944493339394686\,0.09886569784028953","0.0\,0.0\,-1.0\,0.04943284892014477\,0.0\,0.0\,1.0\,-0.04943284892014477\,0.0\,0.0\,-1.0\,-0.04943284892014477\,0.0\,0.0\,1.0\,0.04943284892014477"
ShapeNet,02946921/a70947df1f1490c2a81ec39fd9664e9b,Can,"1.0\,0.0\,0.0\,-1.0913936421275139e-11\,0.0\,1.0\,0.0\,-3.2741809263825417e-11\,0.0\,0.0\,1.0\,0.00931202367205941\,0.0\,0.0\,0.0\,1.0",0.12632811085287227,"0.07434788349566901\,0.07434788349566901\,0.07002544253667509","0.0\,0.0\,1.0\,-0.03259202210902856\,0.0\,0.0\,-1.0\,0.03501272126833754\,0.0\,0.0\,1.0\,0.03241920323177183\,0.0\,0.0\,-1.0\,-0.03241920323177183"
ShapeNet,02946921/a7e0a5111234031fbd685fccc028124d,Can,"1.0\,0.0\,0.0\,0.0014103887770084977\,0.0\,1.0\,0.0\,0.0005682823358460487\,0.0\,0.0\,1.0\,0.07234374698560914\,0.0\,0.0\,0.0\,1.0",0.20846794449702194,"0.06194145698873044\,0.06194166511849919\,0.1891700709777583","0.0\,0.0\,1.0\,-0.0924267670638857\,0.0\,0.0\,-1.0\,0.0924267670638857\,0.0\,0.0\,-1.0\,-0.09307426188089024\,0.0\,0.0\,1.0\,0.09458503548887914"
ShapeNet,02946921/a8d4a3b32149d3ae4f0b8af4571b1440,Can,"1.0\,0.0\,0.0\,0.004170511187696402\,0.0\,1.0\,0.0\,-0.003899555293338519\,0.0\,0.0\,1.0\,0.010347261785581097\,0.0\,0.0\,0.0\,1.0",0.16004440501585573,"0.08873805991957351\,0.08873805991957351\,0.09932435473696444","0.0\,0.0\,1.0\,0.04966217736848222\,0.0\,0.0\,-1.0\,-0.04966217736848222\,-0.3734633152837172\,0.3734560801763794\,-0.8491499916484653\,0.03148229385451168\,0.37375648665765143\,-0.37375648665765143\,0.8488887897496689\,-0.031481895394215004"
ShapeNet,02946921/ac0eafed7aa1719b297d1fadd26a7035,Can,"1.0\,0.0\,0.0\,0.01751492574961655\,0.0\,1.0\,0.0\,-0.0006867371328378447\,0.0\,0.0\,1.0\,-0.029447453386904243\,0.0\,0.0\,0.0\,1.0",0.21001119269498741,"0.045462382952833114\,0.09884176823056601\,0.17963328313195603","-1.0\,0.0\,0.0\,0.022606654620512562\,1.0\,0.0\,0.0\,-0.02271880057462894\,-0.9978374576909359\,-0.06572981080826233\,0.0\,-0.022373948901484936\,0.9978467416509836\,-0.06558871988776044\,0.0\,0.02232228473196413\,0.0\,0.012379109170837243\,0.9999233758924414\,-0.03560983442203577\,0.0\,0.0\,-1.0\,0.03143668325839677\,0.0\,0.0\,-1.0\,-0.07027237313051882\,0.0\,0.0\,1.0\,0.08745149552404197\,0.0\,-1.0\,0.0\,0.049420884115283004\,0.0\,1.0\,0.0\,-0.049420884115283004\,0.0\,-1.0\,0.0\,-0.04641751666072613\,0.0\,1.0\,0.0\,0.049420884115283004"
ShapeNet,02946921/ac66fb0ff0d50368ced499bff9a86355,Can,"1.0\,0.0\,0.0\,7.518711456033778e-05\,0.0\,1.0\,0.0\,-9.857902667631535e-05\,0.0\,0.0\,1.0\,-0.0034636816956747918\,0.0\,0.0\,0.0\,1.0",0.15189265443073832,"0.06650346116242467\,0.06650346116242467\,0.11927263861649395","0.0\,0.0\,1.0\,-0.055079236420267685\,0.0\,0.0\,-1.0\,0.055079236420267685"
ShapeNet,02946921/ace554442d7d530830612f5c0ef21eb8,Can,"1.0\,0.0\,0.0\,0.0001873574225997876\,0.0\,1.0\,0.0\,0.0012395828953210009\,0.0\,0.0\,1.0\,0.0006941547553196425\,0.0\,0.0\,0.0\,1.0",0.15269575831420734,"0.07388825808393773\,0.07389131159576734\,0.111339947004502","0.0\,0.0\,1.0\,0.03831487712380688\,-0.0\,-0.0\,-1.0\,-0.03923929938841941\,0.0\,0.0\,1.0\,-0.05419203282052565\,0.0\,0.0\,-1.0\,0.054704326552594607"
ShapeNet,02946921/adaaccc7f642dee1288ef234853f8b4d,Can,"1.0\,0.0\,0.0\,0.000259936624306345\,0.0\,1.0\,0.0\,-0.00036308829939146747\,0.0\,0.0\,1.0\,0.026963214015048198\,0.0\,0.0\,0.0\,1.0",0.1790813761396052,"0.07752844915465307\,0.07752844915465307\,0.14159392143901695","0.04053398423097168\,0.013760009237023167\,-0.9990834090646087\,0.055114821146901284\,0.013770027266512216\,-0.040563500990081144\,0.9990820730733322\,-0.055113582288356895\,0.015614095090998644\,0.07854783504137745\,0.9967880605448692\,0.06270527638119874\,0.01561398095682439\,-0.0785472502977025\,-0.9967881084108848\,-0.06270528507421917"
ShapeNet,02946921/af444e72a44e6db153c22afefaf6f2a4,Can,"1.0\,0.0\,0.0\,0.000773963173291814\,0.0\,1.0\,0.0\,-0.0008458369721280334\,0.0\,0.0\,1.0\,0.029281678155084645\,0.0\,0.0\,0.0\,1.0",0.13755704933013793,"0.06905927584834815\,0.06905941318224773\,0.0968686341531475","0.0\,0.0\,1.0\,-0.048119447340498\,-0.0\,-0.0\,-1.0\,0.04843431707657375\,0.0\,0.0\,1.0\,0.04843431707657375\,-0.0\,-0.0\,-1.0\,-0.046894914749240346"
ShapeNet,02946921/b1980d6743b7a98c12a47018402419a2,Can,"1.0\,0.0\,0.0\,0.0020584495393503044\,0.0\,1.0\,0.0\,-0.0017926253142382942\,0.0\,0.0\,1.0\,0.025857449212561612\,0.0\,0.0\,0.0\,1.0",0.15486385083424012,"0.06903148819796501\,0.06903133358533586\,0.12021708828746647","0.0\,0.0\,1.0\,-0.05928466882665284\,0.0\,0.0\,-1.0\,0.05825482410338956\,0.0\,0.0\,-1.0\,-0.060108544143733234\,0.0\,0.0\,1.0\,0.060108544143733234"
ShapeNet,02946921/b36902ae19ac77f2a89caedb1243a99,Can,"1.0\,0.0\,0.0\,1.453688653896279e-07\,0.0\,1.0\,0.0\,3.637978807091713e-12\,0.0\,0.0\,1.0\,-0.00013402753403823908\,0.0\,0.0\,0.0\,1.0",0.14560460346262077,"0.07542056387144669\,0.0754202731346254\,0.0991172811186658","0.0\,0.0\,-1.0\,-0.02875013760959888\,0.0\,0.0\,1.0\,0.02875013760959888\,0.0\,0.0\,1.0\,-0.029836497439106324\,0.0\,0.0\,-1.0\,0.031949075799992954"
ShapeNet,02946921/b45716cd72f1e9172fbee880b9f634b4,Can,"1.0\,0.0\,0.0\,0.000681674692172507\,0.0\,1.0\,0.0\,-0.000681674692172507\,0.0\,0.0\,1.0\,0.016407890212356335\,0.0\,0.0\,0.0\,1.0",0.1535823337244271,"0.06843613538959303\,0.06843613538959303\,0.11924976926654551","0.0\,0.0\,1.0\,-0.056175121217691526\,0.0\,0.0\,-1.0\,0.055262225733272885"
ShapeNet,02946921/b6c4d78363d965617cb2a55fa21392b7,Can,"1.0\,0.0\,0.0\,0.0007134885397661606\,0.0\,1.0\,0.0\,-5.8223169596249846e-05\,0.0\,0.0\,1.0\,-0.009433920233884674\,0.0\,0.0\,0.0\,1.0",0.14046409783399083,"0.07537008665232392\,0.07537008246616761\,0.09148131714138064","0.039984880516455705\,0.016562559051346414\,-0.9990630065054734\,-0.03979252468760805\,-0.026346562811299323\,-0.03433606743745254\,0.9990630075730764\,0.039792524545788716\,0.0\,0.0\,-1.0\,0.032846334318455295\,0.0\,0.0\,1.0\,-0.03591098167795215"
ShapeNet,02946921/baaa4b9538caa7f06e20028ed3cb196e,Can,"1.0\,0.0\,0.0\,0.0006172372579231755\,0.0\,1.0\,0.0\,-0.0005803517451048457\,0.0\,0.0\,1.0\,0.05396114423702514\,0.0\,0.0\,0.0\,1.0",0.21320766794417703,"0.06955132441033829\,0.06955132441033829\,0.18916337813352158","0.03864139302887546\,0.07716527767280801\,-0.9962692219809194\,0.09202301679343286\,0.05964126697950095\,0.059689323244026427\,0.9964336927080246\,-0.09189095107874262\,0.0\,0.0\,1.0\,0.08813514096233988"
ShapeNet,02946921/bb487f4b77abbef0a8d976d1bb073663,Can,"1.0\,0.0\,0.0\,0.001175682272702705\,0.0\,1.0\,0.0\,-0.0008605592728723188\,0.0\,0.0\,1.0\,0.04398853279153703\,0.0\,0.0\,0.0\,1.0",0.15038159605432036,"0.07503439883836815\,0.07503455121687441\,0.10655648553317354","0.0\,0.0\,-1.0\,-0.05327824276658677\,0.0\,0.0\,1.0\,0.05327824276658677\,0.0\,0.0\,1.0\,-0.05148449116942322\,0.0\,0.0\,-1.0\,0.05148449116942322"
ShapeNet,02946921/be67418a10003cc9eae3efbc9dbeea,Can,"1.0\,0.0\,0.0\,0.0008210015364831236\,0.0\,1.0\,0.0\,0.0008517352161856451\,0.0\,0.0\,1.0\,0.014429988609816036\,0.0\,0.0\,0.0\,1.0",0.15139269734540053,"0.0751652633213169\,0.07516647475411631\,0.10779583968886897","0.0\,0.0\,1.0\,-0.05389791984443448\,0.0\,0.0\,-1.0\,0.046480887563188134\,0.0\,0.0\,-1.0\,-0.05389791984443448\,0.0\,0.0\,1.0\,0.04845868583587887"
ShapeNet,02946921/bea7315d4410d0ce83b1cdcee646c9a4,Can,"1.0\,0.0\,0.0\,7.800724732831554e-08\,0.0\,1.0\,0.0\,-3.637978807091713e-12\,0.0\,0.0\,1.0\,4.547473508864641e-13\,0.0\,0.0\,0.0\,1.0",0.15627164025058923,"0.0714381717142123\,0.0714386397686102\,0.11922213627507361","0.0\,0.0\,-1.0\,0.059611068137536805\,0.0\,0.0\,-1.0\,-0.059611068137536805\,0.0\,0.0\,1.0\,0.059611068137536805\,0.0\,0.0\,1.0\,-0.059611068137536805"
ShapeNet,02946921/bf974687b678c66e93fb5c975e8de2b7,Can,"1.0\,0.0\,0.0\,0.0010858150671900768\,0.0\,1.0\,0.0\,-0.0006472231554365271\,0.0\,0.0\,1.0\,0.024559773548206154\,0.0\,0.0\,0.0\,1.0",0.14707951835663619,"0.06082105542857863\,0.06082105542857863\,0.11930619180023205","0.0\,0.0\,-1.0\,0.057654726860333794\,0.0\,0.0\,1.0\,-0.05881386059200233"
ShapeNet,02946921/c4bce3dc44c66630282f9cd3f45eaa2a,Can,"1.0\,0.0\,0.0\,0.0006746497167475773\,0.0\,1.0\,0.0\,-0.0006354849602810964\,0.0\,0.0\,1.0\,0.05071519662030233\,0.0\,0.0\,0.0\,1.0",0.2088695623217725,"0.07603102745514079\,0.07603123598587413\,0.1790672143898715","-0.05958110800535341\,-0.05967422824220882\,-0.9964381958017021\,0.08664076579677517\,0.039025057077771506\,0.07719688404311384\,0.9962518185750583\,-0.08398616475763959"
ShapeNet,02946921/d052c17866cf5cf8387e8ce4aad01a52,Can,"1.0\,0.0\,0.0\,0.00017512243740558375\,0.0\,1.0\,0.0\,-0.0014622340506245113\,0.0\,0.0\,1.0\,0.021924853673194966\,0.0\,0.0\,0.0\,1.0",0.14942108637425286,"0.07207535012401234\,0.0720750517666322\,0.10925669804705263","0.0\,0.0\,-1.0\,0.05462834902352631\,0.0\,0.0\,1.0\,-0.0503381702864677\,0.0\,0.0\,1.0\,0.04747794722287335\,0.0\,0.0\,-1.0\,-0.05462834902352631"
ShapeNet,02946921/d3e24e7712e1e82dece466fd8a3f2b40,Can,"1.0\,0.0\,0.0\,-0.00017407358066401368\,0.0\,1.0\,0.0\,-0.00017368999187250544\,0.0\,0.0\,1.0\,0.010800137421868028\,0.0\,0.0\,0.0\,1.0",0.1537081485604462,"0.06832004313686002\,0.06831250991309723\,0.11954897205822013",
ShapeNet,02946921/d44cec47dbdead7ca46192d8b30882,Can,"1.0\,0.0\,0.0\,0.0006525220534090437\,0.0\,1.0\,0.0\,-0.000944724595706603\,0.0\,0.0\,1.0\,0.022001698818116644\,0.0\,0.0\,0.0\,1.0",0.15971673043504084,"0.07516508662568455\,0.0751652484632821\,0.1192050595589631","0.0\,0.0\,1.0\,-0.055984626486707434\,0.0\,0.0\,-1.0\,0.055984626486707434"
ShapeNet,02946921/d511899945a400b183b4ef314c5735aa,Can,"1.0\,0.0\,0.0\,0.000184765901617423\,0.0\,1.0\,0.0\,0.0006736094077327559\,0.0\,0.0\,1.0\,0.019975510156879928\,0.0\,0.0\,0.0\,1.0",0.1506450058894536,"0.074560387715632\,0.07456038996041747\,0.10758915543700454","0.0\,0.0\,-1.0\,-0.046441293552808016\,0.0\,0.0\,1.0\,0.05144029610429479\,0.0\,0.0\,1.0\,-0.05379457771850227\,0.0\,0.0\,-1.0\,0.04989211919665393"
ShapeNet,02946921/d53fd8769ff53b9a2daf5369a15791ca,Can,"1.0\,0.0\,0.0\,-0.0004331061060359742\,0.0\,1.0\,0.0\,0.0002948526552545294\,0.0\,0.0\,1.0\,0.009921585852495252\,0.0\,0.0\,0.0\,1.0",0.14978582620756561,"0.06377835780427188\,0.06377835780427188\,0.11958436313045429","0.0\,0.0\,1.0\,-0.05779913250540414\,0.0\,0.0\,-1.0\,0.05979218156522714"
ShapeNet,02946921/d801d5b05f7d872341d8650f1ad40eb1,Can,"1.0\,0.0\,0.0\,0.00043703905903846874\,0.0\,1.0\,0.0\,-0.00120468626321657\,0.0\,0.0\,1.0\,0.022537214359917845\,0.0\,0.0\,0.0\,1.0",0.14990188438006152,"0.06911211128260542\,0.06911241283373948\,0.11365545783673214","0.0\,0.0\,1.0\,-0.056059780930663994\,0.0\,0.0\,-1.0\,0.046844414013087476\,0.0\,0.0\,1.0\,0.052987995680991995\,0.0\,0.0\,-1.0\,-0.052987995680991995"
ShapeNet,02946921/dc815e056c71e2ed7c8ed5da8582ce91,Can,"1.0\,0.0\,0.0\,8.185452315956354e-12\,0.0\,1.0\,0.0\,-1.4551915228366852e-11\,0.0\,0.0\,1.0\,0.019887873768879794\,0.0\,0.0\,0.0\,1.0",0.12077485230382438,"0.0754016686420762\,0.07540143108358865\,0.056707897908183424","0.0\,0.0\,-1.0\,0.028353948954091712\,0.0\,0.0\,1.0\,-0.028353948954091712\,0.0\,0.0\,-1.0\,-0.028353948954091712\,0.0\,0.0\,1.0\,0.028353948954091712"
ShapeNet,02946921/e532d6bd597d4e91e3e4737f6033f0f8,Can,"1.0\,0.0\,0.0\,0.0019894630376726674\,0.0\,1.0\,0.0\,-0.0002865637944653443\,0.0\,0.0\,1.0\,0.053306577245968434\,0.0\,0.0\,0.0\,1.0",0.20483547746303946,"0.07634648319625637\,0.07634627869306598\,0.17406919041273206","0.0\,0.0\,-1.0\,-0.08703459520636603\,0.0\,0.0\,1.0\,0.08703459520636603\,0.0\,0.0\,-1.0\,0.08385022414006027\,0.0\,0.0\,1.0\,-0.08385022414006027"
ShapeNet,02946921/e706cf452c4c124d77335fb90343dc9e,Can,"1.0\,0.0\,0.0\,0.00019556059186731645\,0.0\,1.0\,0.0\,0.00015091970816527578\,0.0\,0.0\,1.0\,0.023221270847404885\,0.0\,0.0\,0.0\,1.0",0.1490558928188162,"0.06320059519177956\,0.06320044637767985\,0.11928556424612591","0.02356800702972737\,0.028087294472655688\,-0.9993276004063196\,0.06053976262105034\,0.031723389901581196\,0.01831553548839932\,0.9993288586310943\,-0.06053895973402671"
ShapeNet,02946921/e8c446c352b84189bc8d62498ee8e85f,Can,"1.0\,0.0\,0.0\,0.0010811458751125436\,0.0\,1.0\,0.0\,0.0008769883827295377\,0.0\,0.0\,1.0\,0.01019538005920273\,0.0\,0.0\,0.0\,1.0",0.1603123399631334,"0.071662501051446\,0.071662663492567\,0.12421352711193734","-0.0\,-0.0\,-1.0\,0.058599129431120556\,0.0\,0.0\,1.0\,-0.06142190701215755\,0.0\,0.0\,1.0\,0.05742981135465053\,0.0\,0.0\,-1.0\,-0.05864033214369391"
ShapeNet,02946921/e928ebedb376404f8e5478c8425d418a,Can,"1.0\,0.0\,0.0\,0.011007281566637994\,0.0\,1.0\,0.0\,-0.010760608460900212\,0.0\,0.0\,1.0\,0.024950523125233492\,0.0\,0.0\,0.0\,1.0",0.1508715311204629,"0.07611197144671022\,0.07815477192355669\,0.10421632416609206","0.0\,0.0\,-1.0\,0.05210816208304603\,0.0\,0.0\,1.0\,-0.05210816208304603\,0.0\,0.0\,1.0\,0.05210816208304603\,0.0\,0.0\,-1.0\,-0.05210816208304603\,0.45073775706275543\,-0.892656414505624\,0.0\,-0.03692509194039184\,-0.4509761580441115\,0.892535996403379\,0.0\,0.03692552872280764"
ShapeNet,02946921/eac30c41aad2ff27c0ca8d7a07be3be,Can,"1.0\,0.0\,0.0\,0.0035508419034364636\,0.0\,1.0\,0.0\,0.0017975055609333879\,0.0\,0.0\,1.0\,0.01754037441984657\,0.0\,0.0\,0.0\,1.0",0.1479795029143412,"0.07503167367689656\,0.07503152373238464\,0.10314274817055136","0.0\,0.0\,-1.0\,0.05139187506904541\,0.0\,0.0\,1.0\,-0.05157137408527568\,0.0\,0.0\,-1.0\,-0.05157137408527568\,0.0\,0.0\,1.0\,0.05157137408527568\,0.0\,0.0\,1.0\,0.027947924941889468\,0.0\,0.0\,-1.0\,-0.027947924941889468"
ShapeNet,02946921/ebcbb82d158d68441f4c1c50f6e9b74e,Can,"1.0\,0.0\,0.0\,0.0014076633591422194\,0.0\,1.0\,0.0\,-0.0004781717657174056\,0.0\,0.0\,1.0\,0.028093403852572862\,0.0\,0.0\,0.0\,1.0",0.15611219993706082,"0.07126115630982355\,0.07126115630982355\,0.11922554049563416","0.0\,0.0\,-1.0\,0.05824241649690265\,0.0\,0.0\,-1.0\,-0.05632379283645861\,0.0\,0.0\,1.0\,-0.05413120171146346\,0.0\,0.0\,1.0\,0.054953285552848286"
ShapeNet,02946921/efa4c58192cc5cf89e7b86262150f,Can,"1.0\,0.0\,0.0\,0.014291373862620915\,0.0\,1.0\,0.0\,-0.010756819686298269\,0.0\,0.0\,1.0\,0.01445385568627\,0.0\,0.0\,0.0\,1.0",0.14122677792109942,"0.07549263553737617\,0.07646385074263118\,0.0916468602960323","0.0\,0.0\,-1.0\,0.04544790911874441\,0.0\,0.0\,1.0\,-0.04544790911874441"
ShapeNet,02946921/f390f6d6418135b69859d120d9976364,Can,"1.0\,0.0\,0.0\,0.0017903294166397021\,0.0\,1.0\,0.0\,0.0005605454163060131\,0.0\,0.0\,1.0\,0.030580027828669643\,0.0\,0.0\,0.0\,1.0",0.14797952559700012,"0.07458567654230519\,0.07458552880282987\,0.10378766057301902",
ShapeNet,02946921/f4108f92f3f12f99e3ecb6fd6ed1dd90,Can,"1.0\,0.0\,0.0\,-0.0005351171044554182\,0.0\,1.0\,0.0\,0.0005771596522493594\,0.0\,0.0\,1.0\,0.024523101724571394\,0.0\,0.0\,0.0\,1.0",0.16016666123629578,"0.07565472485722502\,0.07565488476406856\,0.11914189454631496","-0.0\,-0.0\,-1.0\,0.05957094727315748\,0.0\,0.0\,1.0\,-0.05042078412522921\,0.0\,0.0\,1.0\,0.05509125013136751\,0.0\,0.0\,-1.0\,-0.05509125013136751"
ShapeNet,02946921/f4ad0b7f82c36051f51f77a6d7299806,Can,"1.0\,0.0\,0.0\,2.7284841053187847e-12\,0.0\,1.0\,0.0\,-1.8189894035458565e-12\,0.0\,0.0\,1.0\,-0.004326380690705678\,0.0\,0.0\,0.0\,1.0",0.1406428347195932,"0.07507599373628349\,0.07507627037417208\,0.09223652517768288","0.0\,0.0\,-1.0\,-0.04611826258884144\,0.0\,0.0\,1.0\,-0.04611826258884144\,0.0\,0.0\,-1.0\,0.03368557745063616\,0.0\,0.0\,1.0\,0.04417893877715007"
ShapeNet,02946921/f6316c6702c49126193d9e76bb15876,Can,"1.0\,0.0\,0.0\,7.763728637755207e-08\,0.0\,1.0\,0.0\,7.763546738814853e-08\,0.0\,0.0\,1.0\,2.3407519922358233e-07\,0.0\,0.0\,0.0\,1.0",0.15553050888612513,"0.07481251120457966\,0.07481251120457966\,0.11399966767008074","0.0\,0.0\,1.0\,-0.05455147190057463\,0.0\,0.0\,-1.0\,-0.054551003748357196\,0.0\,0.0\,-1.0\,0.05540377777619643\,0.0\,0.0\,1.0\,0.054551003748357196"
ShapeNet,02946921/f755800334fcb49b450911b585bf4df8,Can,"1.0\,0.0\,0.0\,0.0001209505692134627\,0.0\,1.0\,0.0\,0.00015771915605888864\,0.0\,0.0\,1.0\,0.0064354398687020975\,0.0\,0.0\,0.0\,1.0",0.1400713633709707,"0.07439147956300296\,0.0743916214943674\,0.09247567271191137","0.0\,0.0\,1.0\,-0.046237836355955686\,-0.0\,-0.0\,-1.0\,0.046237836355955686\,0.0\,0.0\,1.0\,0.046237836355955686\,0.0\,0.0\,-1.0\,-0.046237836355955686"
ShapeNet,02946921/f8fd565d00a7a6f9fef1ca8c5a3d2e08,Can,"1.0\,0.0\,0.0\,0.006747933393682737\,0.0\,1.0\,0.0\,-0.0027721012981480886\,0.0\,0.0\,1.0\,0.031313438342483124\,0.0\,0.0\,0.0\,1.0",0.14605762099223937,"0.07459118756247718\,0.07459148138027727\,0.10102016614984244","0.0\,0.0\,-1.0\,0.048424964792662006\,0.0\,0.0\,1.0\,-0.048424964792662006\,0.0\,0.0\,-1.0\,-0.05051008307492122\,0.0\,0.0\,1.0\,0.05051008307492122"
ShapeNet,02946921/fac6341f9e5bfddaf5aaab5ed17143d6,Can,"1.0\,0.0\,0.0\,-2.9103830456733704e-11\,0.0\,1.0\,0.0\,2.1827872842550278e-11\,0.0\,0.0\,1.0\,0.02418786769974024\,0.0\,0.0\,0.0\,1.0",0.1516699410983486,"0.07546489171569126\,0.07546489171569126\,0.10776755919095171","0.0\,0.0\,-1.0\,0.0517707133762495\,0.0\,0.0\,1.0\,-0.0517707133762495"
ShapeNet,02946921/fcd14e7ad72bfa70471c65fdb52b88b2,Can,"1.0\,0.0\,0.0\,0.005248492972889429\,0.0\,1.0\,0.0\,-0.006226048828103403\,0.0\,0.0\,1.0\,0.03169117168835123\,0.0\,0.0\,0.0\,1.0",0.15727712630863055,"0.07739921464841193\,0.07739937635762262\,0.11293723933541377","0.0\,0.0\,1.0\,0.05646861966770689\,0.0\,0.0\,-1.0\,-0.05646861966770689\,0.0\,0.0\,1.0\,-0.055972882505252564\,0.0\,0.0\,-1.0\,0.055972882505252564"
ShapeNet,02946921/fd40fa8939f5f832ae1aa888dd691e79,Can,"1.0\,0.0\,0.0\,2.1827872842550278e-11\,0.0\,1.0\,0.0\,-1.8189894035458565e-12\,0.0\,0.0\,1.0\,0.020894828927699116\,0.0\,0.0\,0.0\,1.0",0.18341442575200848,"0.07549448216490795\,0.07549448216490795\,0.14913775638339466","0.0\,0.0\,-1.0\,-0.07456887819169733\,0.0\,0.0\,1.0\,0.07456887819169733"
ShapeNet,02946921/fd73199d9e01927fffc14964b2380c14,Can,"1.0\,0.0\,0.0\,0.0037257859548869288\,0.0\,1.0\,0.0\,-0.007255209650030792\,0.0\,0.0\,1.0\,0.049235218808366676\,0.0\,0.0\,0.0\,1.0",0.1796555938917514,"0.07583603928035432\,0.07583585991619501\,0.14413175386577448","0.0\,0.0\,-1.0\,0.07018075158738313\,0.0\,0.0\,1.0\,-0.07206587693288724\,0.0\,0.0\,-1.0\,-0.07206587693288724\,0.0\,0.0\,1.0\,0.07206587693288724"
ShapeNet,02946921/fe6be0860c63aa1d8b2bf9f4ef8234,Can,"1.0\,0.0\,0.0\,0.0004944041570444924\,0.0\,1.0\,0.0\,0.0002044149217441671\,0.0\,0.0\,1.0\,-0.01886136910276548\,0.0\,0.0\,0.0\,1.0",0.16346681825159134,"0.07488038623469784\,0.07488038623469784\,0.1245281968631744","0.0\,0.0\,-1.0\,-0.05645301921222412\,0.0\,0.0\,1.0\,0.059503637768166584"
ShapeNet,03797390/1038e4eac0e18dcce02ae6d2a21d494a,Mug,"1.0\,0.0\,0.0\,0.00041426446401127137\,0.0\,1.0\,0.0\,-0.0004495282153573754\,0.0\,0.0\,1.0\,0.008511410736498082\,0.0\,0.0\,0.0\,1.0",0.15466293657924998,"0.10309722885486305\,0.07562816535243666\,0.08701708137931075","0.0\,0.0\,-1.0\,0.0019433395117182117\,0.0\,0.0\,1.0\,-0.0019433395117182117\,0.0\,0.0\,1.0\,0.04350854068965537\,0.0\,0.0\,-1.0\,-0.04350854068965537"
ShapeNet,03797390/10c2b3eac377b9084b3c42e318f3affc,Mug,"1.0\,0.0\,0.0\,0.025063446423184255\,0.0\,1.0\,0.0\,-0.0003557343709760241\,0.0\,0.0\,1.0\,0.01740332432634817\,0.0\,0.0\,0.0\,1.0",0.17000423977502638,"0.11602499733964278\,0.07762240226020745\,0.09702787679554992","0.0\,0.0\,-1.0\,0.031048893266027888\,0.0\,0.0\,1.0\,-0.031048893266027888\,0.0\,0.0\,1.0\,0.04851393839777496\,0.0\,0.0\,-1.0\,-0.04851393839777496"
ShapeNet,03797390/10f6e09036350e92b3f21f1137c3c347,Mug,"1.0\,0.0\,0.0\,0.013067074831445868\,0.0\,1.0\,0.0\,-7.275957614183426e-12\,0.0\,0.0\,1.0\,-0.0005909499976468613\,0.0\,0.0\,0.0\,1.0",0.15915577133951464,"0.09955177729522902\,0.07445306836391952\,0.0993819560902689","0.0\,0.0\,-1.0\,-0.04969097804513445\,0.0\,0.0\,1.0\,0.04969097804513445"
ShapeNet,03797390/127944b6dabee1c9e20e92c5b8147e4a,Mug,"1.0\,0.0\,0.0\,-0.012042365383899245\,0.0\,1.0\,0.0\,0.009545425254597895\,0.0\,0.0\,1.0\,0.0010404417121994136\,0.0\,0.0\,0.0\,1.0",0.1770376896347394,"0.07513603418877324\,0.07513603418877324\,0.1416032374375531","0.0\,0.0\,-1.0\,-0.06754819608936868\,0.0\,0.0\,1.0\,-0.030460927152605066\,0.0\,0.0\,1.0\,0.07080161871877655\,0.0\,0.0\,-1.0\,0.030460927152605066"
ShapeNet,03797390/128ecbc10df5b05d96eaf1340564a4de,Mug,"1.0\,0.0\,0.0\,-0.00519722480672602\,0.0\,1.0\,0.0\,0.00019314869731568152\,0.0\,0.0\,1.0\,-0.007023514023873467\,0.0\,0.0\,0.0\,1.0",0.15402609752026172,"0.09934267156752519\,0.07528425874453415\,0.09048401313733656",
ShapeNet,03797390/1305b9266d38eb4d9f818dd0aa1a251,Mug,"1.0\,0.0\,0.0\,0.02610644139238305\,0.0\,1.0\,0.0\,0.008549273337174701\,0.0\,0.0\,1.0\,0.00909870693244863\,0.0\,0.0\,0.0\,1.0",0.15136020219007285,"0.09472454352691262\,0.07565134027755849\,0.09063146080457019","0.0\,0.0\,-1.0\,-0.04531573040228509\,0.0\,0.0\,1.0\,0.04531573040228509"
ShapeNet,03797390/141f1db25095b16dcfb3760e4293e310,Mug,"1.0\,0.0\,0.0\,-0.0033586615116592\,0.0\,1.0\,0.0\,-0.006972909761216339\,0.0\,0.0\,1.0\,0.021556713329107025\,0.0\,0.0\,0.0\,1.0",0.1398161021900062,"0.08951111083104202\,0.07548168450208781\,0.07641229821017115","-0.0\,-0.0\,-1.0\,-0.038206149105085574\,0.0\,0.0\,1.0\,0.03216385768445851"
